id,transcript,intent,amount,recipient,service,ussd_sequence,is_synthetic
syn_0374,Nipatie bundles ya mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0700,Lipia Safaricom elfu 1000,PAY_BILL,1000,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 1000,True
syn_0645,Lipa data account 0712345678 amount 200,PAY_BILL,200,0712345678,data,*334# -> 2 -> 1 -> data -> 0712345678 -> 200,True
syn_0407,Lipa airtime ya Ksh 500,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0236,Niletee 0700112233 punch,SEND_MONEY,100,0700112233,,*334# -> 1 -> 0700112233 -> 100,True
syn_0343,Check salio Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0197,Niongeze fifty bob 0722000000,BUY_AIRTIME,50,0722000000,,*334# -> 3 -> 1 -> 0722000000 -> 50,True
syn_0257,Bao credit ya elfu mbili kwa shosh,BUY_AIRTIME,2000,shosh,,*334# -> 3 -> 1 -> shosh -> 2000,True
syn_0615,Lipa bill ya data Ksh 1000,PAY_BILL,1000,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 1000,True
syn_0653,Check salio Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0177,Niongeze mbao shosh,BUY_AIRTIME,20,shosh,,*334# -> 3 -> 1 -> shosh -> 20,True
syn_0416,Weka cash Ksh 500 hapa shosh,SEND_MONEY,500,shosh,,*334# -> 1 -> shosh -> 500,True
syn_0206,Niaje Nishikie soo tano kwa chali yangu,SEND_MONEY,500,chali yangu,,*334# -> 1 -> chali yangu -> 500,True
syn_0887,Niongeze elfu moja mzee,BUY_AIRTIME,1000,mzee,,*334# -> 3 -> 1 -> mzee -> 1000,True
syn_0147,Nishikie airtime ya elfu moja,BUY_AIRTIME,1000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 1000,True
syn_0265,Lipa M-Pesa account sis amount 1500,PAY_BILL,1500,sis,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> sis -> 1500,True
syn_0634,Tuma data ya soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0181,Nishikie chali yangu mbao,SEND_MONEY,20,chali yangu,,*334# -> 1 -> chali yangu -> 20,True
syn_0252,Niletee kredit ya elfu moja kwa number shosh,BUY_AIRTIME,1000,shosh,,*334# -> 3 -> 1 -> shosh -> 1000,True
syn_0599,Nipatie bundles ya soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0541,Lipa cash elfu moja hapa 0712345678,SEND_MONEY,1000,0712345678,,*334# -> 1 -> 0712345678 -> 1000,True
syn_0990,Niletee token soo 1500,PAY_BILL,1500,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 1500,True
syn_0849,Nishikie bundles za fifty bob,BUY_BUNDLES,50,,,*334# -> 3 -> 2 -> 50,True
syn_0515,Nishikie token soo 50,PAY_BILL,50,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 50,True
syn_0534,Nahitaji data bundles za fifty bob,BUY_BUNDLES,50,,,*334# -> 3 -> 2 -> 50,True
syn_0649,Buy bundles za Ksh 500 kwa brathe,BUY_BUNDLES,500,brathe,,*334# -> 3 -> 2 -> 500,True
syn_0595,Lipa token account mzee amount 5000,PAY_BILL,5000,mzee,token,*334# -> 2 -> 1 -> token -> mzee -> 5000,True
syn_0162,Can I get punch airtime,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0507,Can I get chapaa soo tano airtime,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0721,Tuma Ksh 5000 to shosh,SEND_MONEY,5000,shosh,,*334# -> 1 -> shosh -> 5000,True
syn_0388,Check balance ya Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0322,Bao credit ya elfu moja kwa 0798765432,BUY_AIRTIME,1000,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 1000,True
syn_0557,Nitumie elfu moja airtime line hii,BUY_AIRTIME,1000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 1000,True
syn_0334,Buy bundles za fifty bob kwa 0712345678,BUY_BUNDLES,50,0712345678,,*334# -> 3 -> 2 -> 50,True
syn_0245,Paybill data amount 200,PAY_BILL,200,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 200,True
syn_0554,Buy bundles za mbao kwa mama,BUY_BUNDLES,20,mama,,*334# -> 3 -> 2 -> 20,True
syn_0185,Paybill token amount 200,PAY_BILL,200,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 200,True
syn_0644,Buy bundles za soo mbili kwa mzee,BUY_BUNDLES,200,mzee,,*334# -> 3 -> 2 -> 200,True
syn_0438,Nataka kuangalia balance kwa KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0440,Lipa bill ya net Ksh 2000,PAY_BILL,2000,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 2000,True
syn_0335,Paybill net amount 2000,PAY_BILL,2000,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 2000,True
syn_0059,Nishikie bundles za punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0620,Lipa bill ya Zuku Ksh 500,PAY_BILL,500,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 500,True
syn_0914,Nishikie bundles za soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0999,Niongeze M-Pesa za fifty bob,BUY_BUNDLES,50,,M-Pesa,*334# -> 3 -> 2 -> 50,True
syn_0109,Nahitaji data bundles za soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0904,Niletee data ya mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0347,Can I get elfu mbili airtime,BUY_AIRTIME,2000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 2000,True
syn_0992,Can I get Ksh 500 airtime,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0505,Paybill token amount 2000,PAY_BILL,2000,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 2000,True
syn_0288,How much money is in my Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0752,Nitumie kredit chapaa soo tano,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0204,Nishikie bundles za elfu mbili,BUY_BUNDLES,2000,,,*334# -> 3 -> 2 -> 2000,True
syn_0413,Check salio Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0142,Bao credit ya soo mbili kwa 0712345678,BUY_AIRTIME,200,0712345678,,*334# -> 3 -> 1 -> 0712345678 -> 200,True
syn_0888,Nataka kuangalia balance kwa net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0454,Niongeze data za soo tano,BUY_BUNDLES,500,,data,*334# -> 3 -> 2 -> 500,True
syn_0699,Buy bundles za elfu moja kwa brathe,BUY_BUNDLES,1000,brathe,,*334# -> 3 -> 2 -> 1000,True
syn_0682,Bao credit ya elfu mbili kwa 0722000000,BUY_AIRTIME,2000,0722000000,,*334# -> 3 -> 1 -> 0722000000 -> 2000,True
syn_0004,Niongeze token za elfu moja,BUY_BUNDLES,1000,,token,*334# -> 3 -> 2 -> 1000,True
syn_0049,Buy bundles za soo tano kwa brathe,BUY_BUNDLES,500,brathe,,*334# -> 3 -> 2 -> 500,True
syn_0579,Nahitaji data bundles za soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0757,Weka kredit fifty bob,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0917,Send kredit soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0056,Can you Send mbao to 0798765432,SEND_MONEY,20,0798765432,,*334# -> 1 -> 0798765432 -> 20,True
syn_0221,Send cash fifty bob hapa 0798765432,SEND_MONEY,50,0798765432,,*334# -> 1 -> 0798765432 -> 50,True
syn_0426,Tuma bob mbao direct kwa 0798765432,SEND_MONEY,20,0798765432,,*334# -> 1 -> 0798765432 -> 20,True
syn_0434,Niongeze Zuku za fifty bob,BUY_BUNDLES,50,,Zuku,*334# -> 3 -> 2 -> 50,True
syn_0678,Nataka kuangalia balance kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0216,Niaje Nishikie fifty bob kwa mzee,SEND_MONEY,50,mzee,,*334# -> 1 -> mzee -> 50,True
syn_0698,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0894,Nahitaji data bundles za chapaa soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0294,Nipatie bundles ya chapaa soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0198,Balance ni gani kwa data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0511,Can you Send fifty bob to 0712345678,SEND_MONEY,50,0712345678,,*334# -> 1 -> 0712345678 -> 50,True
syn_0898,How much money is in my data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0934,Nahitaji data bundles za Ksh 500,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0039,Niongeze Safaricom za punch,BUY_BUNDLES,100,,Safaricom,*334# -> 3 -> 2 -> 100,True
syn_0851,Tuma Ksh 5000 to 0798765432,SEND_MONEY,5000,0798765432,,*334# -> 1 -> 0798765432 -> 5000,True
syn_0585,Lipia token elfu 100,PAY_BILL,100,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 100,True
syn_0960,Lipia token elfu 50,PAY_BILL,50,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 50,True
syn_0040,Lipa bill ya token Ksh 5000,PAY_BILL,5000,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 5000,True
syn_0007,Weka elfu mbili airtime line hii,BUY_AIRTIME,2000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 2000,True
syn_0550,Lipia KPLC elfu 2000,PAY_BILL,2000,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 2000,True
syn_0448,Niambie salio langu la net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0786,Nishikie chali yangu bob mbao,SEND_MONEY,20,chali yangu,,*334# -> 1 -> chali yangu -> 20,True
syn_0942,Weka airtime ya soo tano,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0264,Nishikie bundles za mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0633,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0146,Weka brathe elfu moja,SEND_MONEY,1000,brathe,,*334# -> 1 -> brathe -> 1000,True
syn_0621,Nishikie cash punch hapa mzee,SEND_MONEY,100,mzee,,*334# -> 1 -> mzee -> 100,True
syn_0662,Can I get punch airtime,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0830,Lipa bill ya token Ksh 500,PAY_BILL,500,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 500,True
syn_0159,Send data ya soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0459,Nipatie bundles ya punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0256,Niaje Weka mbao kwa brathe,SEND_MONEY,20,brathe,,*334# -> 1 -> brathe -> 20,True
syn_0940,Lipa net account mama amount 1000,PAY_BILL,1000,mama,net,*334# -> 2 -> 1 -> net -> mama -> 1000,True
syn_0430,Lipia M-Pesa elfu 100,PAY_BILL,100,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 100,True
syn_0394,Niongeze Zuku za soo mbili,BUY_BUNDLES,200,,Zuku,*334# -> 3 -> 2 -> 200,True
syn_0978,Niambie salio langu la data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0985,Lipia KPLC elfu 5000,PAY_BILL,5000,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 5000,True
syn_0227,Niongeze soo mbili 0712345678,BUY_AIRTIME,200,0712345678,,*334# -> 3 -> 1 -> 0712345678 -> 200,True
syn_0472,Niletee kredit fifty bob,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0492,Lipa kredit ya soo mbili kwa number 0798765432,BUY_AIRTIME,200,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 200,True
syn_0283,Balance ni gani kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0356,Neelekeze Lipa bob mbao kwa 0700112233,SEND_MONEY,20,0700112233,,*334# -> 1 -> 0700112233 -> 20,True
syn_0075,Lipa bill ya KPLC Ksh 1500,PAY_BILL,1500,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 1500,True
syn_0439,Nipatie bundles ya soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0196,Tuma Ksh 5000 to mzee,SEND_MONEY,5000,mzee,,*334# -> 1 -> mzee -> 5000,True
syn_0542,Tuma kredit ya elfu mbili kwa number shosh,BUY_AIRTIME,2000,shosh,,*334# -> 3 -> 1 -> shosh -> 2000,True
syn_0378,Balance ni gani kwa Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0443,Niambie salio langu la token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0862,Send kredit soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0562,Lipa fifty bob airtime line hii,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0531,Nitumie 0700112233 elfu moja,SEND_MONEY,1000,0700112233,,*334# -> 1 -> 0700112233 -> 1000,True
syn_0717,Weka airtime ya elfu mbili,BUY_AIRTIME,2000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 2000,True
syn_0560,Paybill KPLC amount 500,PAY_BILL,500,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 500,True
syn_0732,Weka chapaa soo tano airtime line hii,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0879,Nipatie bundles ya elfu mbili,BUY_BUNDLES,2000,,,*334# -> 3 -> 2 -> 2000,True
syn_0415,Lipa bill ya token Ksh 50,PAY_BILL,50,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 50,True
syn_0208,How much money is in my net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0098,Nataka kuangalia balance kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0339,Nishikie bundles za bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0735,Lipa M-Pesa account brathe amount 200,PAY_BILL,200,brathe,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> brathe -> 200,True
syn_0991,Nitumie 0712345678 elfu mbili,SEND_MONEY,2000,0712345678,,*334# -> 1 -> 0712345678 -> 2000,True
syn_0242,Lipa airtime ya mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0473,How much money is in my net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0161,Tuma fifty bob kwa brathe,SEND_MONEY,50,brathe,,*334# -> 1 -> brathe -> 50,True
syn_0350,Lipia M-Pesa elfu 500,PAY_BILL,500,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 500,True
syn_0026,Nishikie elfu mbili kwa mzee,SEND_MONEY,2000,mzee,,*334# -> 1 -> mzee -> 2000,True
syn_0509,Niongeze token za fifty bob,BUY_BUNDLES,50,,token,*334# -> 3 -> 2 -> 50,True
syn_0522,Niongeze soo tano 0700112233,BUY_AIRTIME,500,0700112233,,*334# -> 3 -> 1 -> 0700112233 -> 500,True
syn_0675,Lipa bill ya net Ksh 100,PAY_BILL,100,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 100,True
syn_0229,Nipatie bundles ya fifty bob,BUY_BUNDLES,50,,,*334# -> 3 -> 2 -> 50,True
syn_0067,Can I get mbao airtime,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0956,Tuma elfu moja direct kwa shosh,SEND_MONEY,1000,shosh,,*334# -> 1 -> shosh -> 1000,True
syn_0858,Nataka kuangalia balance kwa net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0311,Weka cash elfu moja hapa mama,SEND_MONEY,1000,mama,,*334# -> 1 -> mama -> 1000,True
syn_0860,Niletee Zuku soo 50,PAY_BILL,50,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 50,True
syn_0724,Nipatie bundles ya elfu mbili,BUY_BUNDLES,2000,,,*334# -> 3 -> 2 -> 2000,True
syn_0637,Tuma airtime ya soo tano,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0725,Lipa Zuku account 0712345678 amount 1000,PAY_BILL,1000,0712345678,Zuku,*334# -> 2 -> 1 -> Zuku -> 0712345678 -> 1000,True
syn_0042,Weka kredit ya elfu mbili kwa number sis,BUY_AIRTIME,2000,sis,,*334# -> 3 -> 1 -> sis -> 2000,True
syn_0273,Nataka kuangalia balance kwa M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0117,Niletee airtime ya bob mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0103,Balance ni gani kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0686,Nishikie chapaa soo tano kwa chali yangu,SEND_MONEY,500,chali yangu,,*334# -> 1 -> chali yangu -> 500,True
syn_0224,Nishikie bundles za Ksh 500,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0668,Balance ni gani kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0758,Check balance ya token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0635,Lipia KPLC elfu 100,PAY_BILL,100,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 100,True
syn_0111,Send mama Ksh 500,SEND_MONEY,500,mama,,*334# -> 1 -> mama -> 500,True
syn_0498,Nataka kuangalia balance kwa data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0307,Niletee soo mbili airtime line hii,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0773,Balance ni gani kwa M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0078,Check balance ya token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0180,Lipia KPLC elfu 1000,PAY_BILL,1000,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 1000,True
syn_0090,Niletee Safaricom soo 2000,PAY_BILL,2000,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 2000,True
syn_0964,Niongeze M-Pesa za soo mbili,BUY_BUNDLES,200,,M-Pesa,*334# -> 3 -> 2 -> 200,True
syn_0470,Paybill net amount 50,PAY_BILL,50,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 50,True
syn_0792,Nishikie airtime ya soo tano,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0300,Lipia Safaricom elfu 2000,PAY_BILL,2000,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 2000,True
syn_0586,Neelekeze Nishikie bob mbao kwa shosh,SEND_MONEY,20,shosh,,*334# -> 1 -> shosh -> 20,True
syn_0403,Check salio KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0210,Send token soo 1500,PAY_BILL,1500,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 1500,True
syn_0174,Niletee data ya soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0451,Can you Nishikie elfu moja to mama,SEND_MONEY,1000,mama,,*334# -> 1 -> mama -> 1000,True
syn_0716,Lipa cash elfu moja hapa mzee,SEND_MONEY,1000,mzee,,*334# -> 1 -> mzee -> 1000,True
syn_0801,Send cash fifty bob hapa 0798765432,SEND_MONEY,50,0798765432,,*334# -> 1 -> 0798765432 -> 50,True
syn_0083,Niambie salio langu la M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0024,Buy bundles za Ksh 500 kwa mzee,BUY_BUNDLES,500,mzee,,*334# -> 3 -> 2 -> 500,True
syn_0796,Tuma Ksh 5000 to 0700112233,SEND_MONEY,5000,0700112233,,*334# -> 1 -> 0700112233 -> 5000,True
syn_0834,Nipatie bundles ya soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0342,Bao credit ya fifty bob kwa 0798765432,BUY_AIRTIME,50,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 50,True
syn_0295,Lipa bill ya net Ksh 500,PAY_BILL,500,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 500,True
syn_0915,Paybill token amount 200,PAY_BILL,200,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 200,True
syn_0517,Niletee Ksh 500 airtime line hii,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0603,Check salio net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0959,Nahitaji data bundles za elfu moja,BUY_BUNDLES,1000,,,*334# -> 3 -> 2 -> 1000,True
syn_0077,Send chapaa soo tano airtime line hii,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0539,Weka data ya Ksh 500,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0923,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0006,Niaje Nitumie chapaa soo tano kwa brathe,SEND_MONEY,500,brathe,,*334# -> 1 -> brathe -> 500,True
syn_0722,Tuma elfu mbili airtime line hii,BUY_AIRTIME,2000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 2000,True
syn_0596,Niletee cash soo mbili hapa brathe,SEND_MONEY,200,brathe,,*334# -> 1 -> brathe -> 200,True
syn_0029,Nishikie bundles za bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0371,Can you Nishikie elfu mbili to sis,SEND_MONEY,2000,sis,,*334# -> 1 -> sis -> 2000,True
syn_0821,Nishikie cash fifty bob hapa mzee,SEND_MONEY,50,mzee,,*334# -> 1 -> mzee -> 50,True
syn_0692,Niongeze mbao brathe,BUY_AIRTIME,20,brathe,,*334# -> 3 -> 1 -> brathe -> 20,True
syn_0710,Paybill Safaricom amount 2000,PAY_BILL,2000,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 2000,True
syn_0314,Nahitaji data bundles za bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0828,Check salio net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0607,Bao credit ya soo tano kwa mama,BUY_AIRTIME,500,mama,,*334# -> 3 -> 1 -> mama -> 500,True
syn_0310,Lipa Zuku account mzee amount 1000,PAY_BILL,1000,mzee,Zuku,*334# -> 2 -> 1 -> Zuku -> mzee -> 1000,True
syn_0666,Neelekeze Weka chapaa soo tano kwa 0722000000,SEND_MONEY,500,0722000000,,*334# -> 1 -> 0722000000 -> 500,True
syn_0837,Send soo mbili airtime line hii,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0843,How much money is in my data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0844,Nahitaji data bundles za fifty bob,BUY_BUNDLES,50,,,*334# -> 3 -> 2 -> 50,True
syn_0624,Nipatie bundles ya mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0336,Tuma punch direct kwa sis,SEND_MONEY,100,sis,,*334# -> 1 -> sis -> 100,True
syn_0193,Niambie salio langu la KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0010,Nitumie Zuku soo 1500,PAY_BILL,1500,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 1500,True
syn_0381,Tuma Ksh 1500 to 0798765432,SEND_MONEY,1500,0798765432,,*334# -> 1 -> 0798765432 -> 1500,True
syn_0913,Balance ni gani kwa Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0859,Niletee data ya mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0549,Send data ya bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0450,Lipa M-Pesa account shosh amount 5000,PAY_BILL,5000,shosh,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> shosh -> 5000,True
syn_0646,Tuma Ksh 500 to 0798765432,SEND_MONEY,500,0798765432,,*334# -> 1 -> 0798765432 -> 500,True
syn_0054,Nahitaji data bundles za mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0278,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0626,Can you Tuma bob mbao to chali yangu,SEND_MONEY,20,chali yangu,,*334# -> 1 -> chali yangu -> 20,True
syn_0974,Nishikie bundles za mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0480,Lipa bill ya Zuku Ksh 2000,PAY_BILL,2000,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 2000,True
syn_0446,Tuma Ksh 50 to brathe,SEND_MONEY,50,brathe,,*334# -> 1 -> brathe -> 50,True
syn_0015,Lipa bill ya net Ksh 50,PAY_BILL,50,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 50,True
syn_0608,Check balance ya Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0025,Lipia token elfu 2000,PAY_BILL,2000,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 2000,True
syn_0711,Weka mzee chapaa soo tano,SEND_MONEY,500,mzee,,*334# -> 1 -> mzee -> 500,True
syn_0718,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0614,Nishikie bundles za soo tano,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0097,Bao credit ya chapaa soo tano kwa brathe,BUY_AIRTIME,500,brathe,,*334# -> 3 -> 1 -> brathe -> 500,True
syn_0355,Niletee token soo 1000,PAY_BILL,1000,,token,*334# -> 2 -> 1 -> token -> [RECIPIENT] -> 1000,True
syn_0369,Niongeze M-Pesa za fifty bob,BUY_BUNDLES,50,,M-Pesa,*334# -> 3 -> 2 -> 50,True
syn_0823,How much money is in my KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
